@relation train_data_smooth_oneColumn

@attribute AccX1 numeric
@attribute AccY1 numeric
@attribute AccZ1 numeric
@attribute GyrX1 numeric
@attribute GyrY1 numeric
@attribute GyrZ1 numeric
@attribute AccX2 numeric
@attribute AccY2 numeric
@attribute AccZ2 numeric
@attribute GyrX2 numeric
@attribute GyrY2 numeric
@attribute GyrZ2 numeric
@attribute AccX3 numeric
@attribute AccY3 numeric
@attribute AccZ3 numeric
@attribute GyrX3 numeric
@attribute GyrY3 numeric
@attribute GyrZ3 numeric
@attribute AccX4 numeric
@attribute AccY4 numeric
@attribute AccZ4 numeric
@attribute GyrX4 numeric
@attribute GyrY4 numeric
@attribute GyrZ4 numeric
@attribute AccX5 numeric
@attribute AccY5 numeric
@attribute AccZ5 numeric
@attribute GyrX5 numeric
@attribute GyrY5 numeric
@attribute GyrZ5 numeric
@attribute AccX6 numeric
@attribute AccY6 numeric
@attribute AccZ6 numeric
@attribute GyrX6 numeric
@attribute GyrY6 numeric
@attribute GyrZ6 numeric
@attribute AccX7 numeric
@attribute AccY7 numeric
@attribute AccZ7 numeric
@attribute GyrX7 numeric
@attribute GyrY7 numeric
@attribute GyrZ7 numeric
@attribute AccX8 numeric
@attribute AccY8 numeric
@attribute AccZ8 numeric
@attribute GyrX8 numeric
@attribute GyrY8 numeric
@attribute GyrZ8 numeric
@attribute AccX9 numeric
@attribute AccY9 numeric
@attribute AccZ9 numeric
@attribute GyrX9 numeric
@attribute GyrY9 numeric
@attribute GyrZ9 numeric
@attribute AccX10 numeric
@attribute AccY10 numeric
@attribute AccZ10 numeric
@attribute GyrX10 numeric
@attribute GyrY10 numeric
@attribute GyrZ10 numeric
@attribute AccX11 numeric
@attribute AccY11 numeric
@attribute AccZ11 numeric
@attribute GyrX11 numeric
@attribute GyrY11 numeric
@attribute GyrZ11 numeric
@attribute AccX12 numeric
@attribute AccY12 numeric
@attribute AccZ12 numeric
@attribute GyrX12 numeric
@attribute GyrY12 numeric
@attribute GyrZ12 numeric
@attribute AccX13 numeric
@attribute AccY13 numeric
@attribute AccZ13 numeric
@attribute GyrX13 numeric
@attribute GyrY13 numeric
@attribute GyrZ13 numeric
@attribute AccX14 numeric
@attribute AccY14 numeric
@attribute AccZ14 numeric
@attribute GyrX14 numeric
@attribute GyrY14 numeric
@attribute GyrZ14 numeric
@attribute AccX15 numeric
@attribute AccY15 numeric
@attribute AccZ15 numeric
@attribute GyrX15 numeric
@attribute GyrY15 numeric
@attribute GyrZ15 numeric
@attribute AccX16 numeric
@attribute AccY16 numeric
@attribute AccZ16 numeric
@attribute GyrX16 numeric
@attribute GyrY16 numeric
@attribute GyrZ16 numeric
@attribute AccX17 numeric
@attribute AccY17 numeric
@attribute AccZ17 numeric
@attribute GyrX17 numeric
@attribute GyrY17 numeric
@attribute GyrZ17 numeric
@attribute AccX18 numeric
@attribute AccY18 numeric
@attribute AccZ18 numeric
@attribute GyrX18 numeric
@attribute GyrY18 numeric
@attribute GyrZ18 numeric
@attribute AccX19 numeric
@attribute AccY19 numeric
@attribute AccZ19 numeric
@attribute GyrX19 numeric
@attribute GyrY19 numeric
@attribute GyrZ19 numeric
@attribute AccX20 numeric
@attribute AccY20 numeric
@attribute AccZ20 numeric
@attribute GyrX20 numeric
@attribute GyrY20 numeric
@attribute GyrZ20 numeric
@attribute AccX21 numeric
@attribute AccY21 numeric
@attribute AccZ21 numeric
@attribute GyrX21 numeric
@attribute GyrY21 numeric
@attribute GyrZ21 numeric
@attribute AccX22 numeric
@attribute AccY22 numeric
@attribute AccZ22 numeric
@attribute GyrX22 numeric
@attribute GyrY22 numeric
@attribute GyrZ22 numeric
@attribute AccX23 numeric
@attribute AccY23 numeric
@attribute AccZ23 numeric
@attribute GyrX23 numeric
@attribute GyrY23 numeric
@attribute GyrZ23 numeric
@attribute AccX24 numeric
@attribute AccY24 numeric
@attribute AccZ24 numeric
@attribute GyrX24 numeric
@attribute GyrY24 numeric
@attribute GyrZ24 numeric
@attribute AccX25 numeric
@attribute AccY25 numeric
@attribute AccZ25 numeric
@attribute GyrX25 numeric
@attribute GyrY25 numeric
@attribute GyrZ25 numeric
@attribute AccX26 numeric
@attribute AccY26 numeric
@attribute AccZ26 numeric
@attribute GyrX26 numeric
@attribute GyrY26 numeric
@attribute GyrZ26 numeric
@attribute AccX27 numeric
@attribute AccY27 numeric
@attribute AccZ27 numeric
@attribute GyrX27 numeric
@attribute GyrY27 numeric
@attribute GyrZ27 numeric
@attribute AccX28 numeric
@attribute AccY28 numeric
@attribute AccZ28 numeric
@attribute GyrX28 numeric
@attribute GyrY28 numeric
@attribute GyrZ28 numeric
@attribute AccX29 numeric
@attribute AccY29 numeric
@attribute AccZ29 numeric
@attribute GyrX29 numeric
@attribute GyrY29 numeric
@attribute GyrZ29 numeric
@attribute AccX30 numeric
@attribute AccY30 numeric
@attribute AccZ30 numeric
@attribute GyrX30 numeric
@attribute GyrY30 numeric
@attribute GyrZ30 numeric
@attribute Label {down,up,left,right,rotate_left,rotate_right}

@data
-980,46,-150,-2743,11524,37926,-563,29,49,8110,5153,2287,-315,-18,24,-15203,-18679,-3110,104,-167,37,-13582,-290,-50000,258,-218,-33,-10549,-2561,-46646,582,-168,7,-2085,-8792,-35573,472,-127,-20,2232,7305,720,281,-165,-36,13927,19866,25793,-206,63,-39,20853,3890,67634,-421,215,41,17976,-2658,70670,-509,163,25,5951,8427,35890,-326,118,-20,-7061,-11683,1073,-118,174,6,-4329,-7585,-27512,103,73,-2,-10317,-5476,-29097,158,2,-18,-7683,3597,-25841,119,-2,-3,-3305,-3049,-9415,76,-1,8,622,2183,-3866,31,-1,-2,-1573,-1476,2439,25,-5,-6,-195,2207,500,15,-4,-6,244,1658,1536,4,-2,-6,487,1671,2134,0,-2,-3,1109,988,1646,-7,8,10,1438,390,1634,-11,6,10,231,-49,744,-8,5,1,-488,475,-219,5,2,-4,-597,-305,-317,3,2,4,-146,-293,195,-3,-4,-6,-281,658,280,-1,-1,-8,426,49,915,-11,7,1,365,-427,1037,down
-852,-63,0,12926,13658,13780,-532,-21,66,8628,6128,-10122,-324,17,75,-1403,-671,-23658,96,-266,5,-19406,503,-46174,329,-252,-20,-15719,-10512,-41585,557,-131,29,-2171,-12695,-23280,423,-153,-32,-2061,9085,10939,277,-204,-54,4683,9695,35232,-146,91,-7,26207,1842,61756,-477,236,39,19646,1927,62756,-496,128,-12,988,6403,30549,-280,150,18,-573,-13171,-2232,-119,187,17,-3902,-10829,-19414,67,119,18,-9853,-3183,-26463,148,22,-5,-4268,7804,-21853,126,7,-10,-2061,5097,-12634,78,10,-9,-1305,2743,-6061,43,1,-7,-256,2256,-2610,6,0,-1,-512,1744,280,-1,-14,-4,85,561,-549,-20,6,7,426,-2451,536,-4,-10,5,97,-451,-2671,8,-9,6,36,-378,-1378,12,-8,-10,-256,171,-598,21,1,-4,426,195,512,19,-6,-1,97,1085,2012,4,1,1,-647,414,3890,-8,3,-2,-464,878,2500,-12,1,-10,-1049,707,2122,-17,-2,-10,-256,2341,-146,down
-874,14,222,16036,-41768,10731,-448,-45,145,305,-27104,-3385,63,-225,-35,-29309,1728,-53171,270,-223,31,-14040,-13506,-49573,313,-180,48,-2500,-14683,-33866,402,-160,-53,-4366,14207,-3939,339,-194,-68,9841,21256,29329,-128,40,39,31365,-1842,63585,-405,169,3,20780,4036,66707,-450,194,-28,5683,2805,44744,-297,153,43,3378,-11061,2256,-176,191,21,-11975,-6902,-30109,81,76,-30,-18512,1329,-30195,179,12,-32,-9097,7793,-27719,137,-12,-16,-2780,8341,-11805,83,-5,-29,-1622,2012,-2512,37,9,-10,1793,-6122,903,29,11,13,5183,-2171,-2110,27,-10,14,-634,-5402,1451,13,-10,-1,-378,2024,1341,-7,3,-3,-744,1719,2853,-15,7,8,-122,293,2402,-22,7,-3,-488,512,1085,-20,7,-6,524,2732,-768,-5,2,3,-36,-1195,-817,1,0,0,219,-768,-1353,2,-1,0,24,-48,-1683,11,-5,5,-354,-1292,-903,7,-5,-2,-476,-341,-378,0,0,-3,-268,622,-37,down
-899,54,85,9878,13841,12500,-528,-36,46,336,10091,793,-166,-104,40,-11280,-833,-28455,111,-230,-16,-19405,-4863,-42363,254,-163,22,-9780,-11707,-32561,528,-154,-30,-10268,-6915,-18232,392,-133,-20,415,3256,10073,206,-110,-33,10414,8549,37780,-129,56,1,25378,11305,60475,-392,109,-15,21573,8293,59634,-501,146,27,16646,-1927,33878,-283,165,35,2610,-9622,-6476,-174,186,27,-3915,-8073,-18744,15,135,5,-12622,-4354,-28097,132,74,-7,-11719,7792,-29256,164,9,-7,-9732,5085,-17524,116,-12,-32,-4719,2061,-3853,62,-5,-24,-134,2402,-2036,19,1,-8,1195,-2232,2293,9,-11,-11,-110,-2866,2086,4,-6,-21,1573,244,-427,-1,4,-4,2865,-939,610,-3,2,5,1488,-2707,1366,-10,3,17,1975,-1219,780,-24,-1,4,122,-1549,1097,-31,12,13,1500,1866,-1110,-16,-5,-9,-1866,-329,-1098,7,-1,-3,-366,-12,-1671,9,-3,-5,134,-61,-1378,11,2,4,1024,49,-939,down
-1076,84,137,6829,2134,36585,-550,45,104,-4207,2165,-11799,-188,-100,45,-12073,4634,-34065,50,-223,-2,-14862,-5808,-36692,272,-196,10,-7414,-11427,-33475,510,-153,-28,-2951,-6512,-24061,457,-132,-57,4281,7110,8488,249,-73,-44,11914,5488,41573,-51,70,-12,15061,7500,56927,-370,128,3,10536,8780,54670,-399,105,36,2866,4634,23110,-341,98,43,-585,-8817,1622,-219,119,27,-5366,-7647,-17610,-15,106,26,-4122,-1549,-28463,97,58,-11,-5061,853,-23000,133,14,-35,-2354,305,-8012,119,0,-33,-3207,378,-6073,97,-2,-8,512,-317,-3598,33,-11,-17,49,-793,1817,23,-8,4,500,170,2292,-18,2,-3,-195,719,2292,-3,0,14,219,-842,1390,-10,4,7,-1012,-2012,1024,-4,-1,8,-585,-1366,-805,-18,-1,-3,549,1195,-464,-1,-4,6,98,-61,-841,-1,-2,1,-61,817,-573,7,-3,1,366,1378,-500,4,3,5,610,1305,390,2,3,10,97,342,97,down
-818,114,35,9268,24024,7804,-367,-1,47,-4451,5458,-12561,-90,-130,33,-12398,-1809,-32337,109,-183,18,-13338,-14847,-36372,255,-150,-21,-5146,-11097,-30305,434,-129,-25,-3305,-10914,-12463,391,-106,8,4488,439,14232,211,-82,-45,7792,7146,44549,-60,1,-10,14780,17793,61853,-395,90,20,9280,15305,62292,-460,115,25,3817,4512,32110,-405,138,-18,-1720,-3488,-4244,-244,191,37,2024,-7878,-26036,-77,182,-7,-3622,-5268,-34914,142,90,-4,-4049,-4707,-35414,196,30,1,-1598,2098,-24061,174,-1,-16,-1854,1415,-7110,112,-1,-11,-2073,1927,-768,54,-7,1,-463,-1415,2927,-6,1,7,317,-49,4073,-17,-7,-13,-1024,-1683,3464,-12,0,9,1024,-1817,1830,-21,-3,-4,-841,-1390,1464,-9,2,4,598,-219,-183,2,0,4,61,-402,-524,7,-4,9,634,1061,-1085,-1,0,10,647,988,-147,-4,-2,9,622,1366,-147,9,-5,6,-890,549,-817,9,-4,2,-1061,330,170,down
-836,-15,-21,16524,37195,-7865,-443,-45,34,3781,15976,-10853,-210,-94,32,-8719,-3861,-14329,125,-182,-59,-13094,-1219,-42865,195,-177,14,-3939,-12622,-35499,385,-149,-7,-7159,-17597,-24305,390,-117,-18,-915,-9061,-3988,330,-88,-9,6561,7902,18597,34,-55,8,10146,15000,60097,-213,34,-30,6292,19561,68682,-337,101,-14,10585,10122,44353,-371,124,19,7353,-3829,22390,-329,143,-11,1671,-7915,-4768,-233,203,36,2232,-17000,-22902,-38,155,25,1549,-3207,-37012,94,59,22,-7085,512,-22353,166,2,-30,-9670,7122,-19365,132,-4,-6,-3366,3610,-9463,115,-11,-9,-2451,3219,-6695,58,-19,-13,-4512,-8597,4097,32,-31,-20,-1097,2183,1695,-10,-19,-15,-170,-719,6390,-19,-18,-6,817,573,5475,10,7,45,4012,-4219,4707,-18,0,23,-659,-3939,4024,-4,1,-2,-159,6525,-1537,3,-12,10,2914,-73,280,26,28,35,2402,-1207,1341,-1,34,-13,-634,5049,-244,26,9,-19,1903,11329,-3634,down
-928,-88,81,-4268,548,-39878,-356,-156,21,-7835,-2104,-39299,-30,-230,-43,-13191,-3110,-47662,283,-239,-42,-10731,-12119,-49009,207,-125,4,-1963,-8951,-25183,388,-96,-27,-183,-1780,-3183,328,-49,-18,4732,2915,21573,171,-2,14,10122,6353,47975,-241,51,11,11743,13866,67206,-318,52,0,6390,4707,51816,-358,78,0,1683,-2183,26707,-330,108,11,-2378,-7317,1646,-239,115,-9,-3549,-8878,-19524,-24,140,22,-2927,-8988,-29280,67,79,-8,-2671,3805,-28365,130,32,14,-720,-354,-17560,129,-6,-7,939,2597,-10109,73,20,29,2292,2829,-2280,39,-9,9,-1256,2280,-158,30,-8,-4,-2573,-74,610,13,-2,-17,-1708,1975,988,3,10,5,329,2195,1109,3,1,-10,-939,-281,1927,-17,4,-18,1256,1414,1475,-11,-1,-1,1085,-61,-390,0,-8,7,1134,-12,-2158,-16,-19,-3,-1939,-3110,-3402,4,-14,4,-2049,-2329,-5805,3,-20,3,-1598,-1024,-2414,8,-23,10,-2061,-2805,-1085,down
573,-559,-91,6646,-21341,-72500,391,-251,2,1372,-23841,-44177,323,-126,1,1809,-5427,-20244,354,-92,14,2149,488,4421,172,-103,-23,1024,7500,20792,-103,21,30,2000,8573,41353,-311,76,15,5622,10927,39512,-349,75,26,1646,-1110,23146,-376,59,-28,-3280,-5171,3293,-217,108,38,-537,-10573,-17439,-32,97,6,-2976,-6512,-21475,136,38,-9,-4951,2732,-19732,164,8,-16,-85,9317,-11171,92,26,37,4244,7414,-5744,42,1,-14,512,6597,-1988,21,3,-14,1719,3683,-4110,29,-9,-6,732,-1988,-1097,-9,4,-3,-744,-3341,1963,4,-8,-23,-1878,-671,1122,1,7,11,1476,-1792,659,5,0,-7,-768,-195,208,-3,3,1,-122,-841,756,4,-4,-12,-597,-500,293,4,4,3,707,-781,-463,4,-6,-9,-817,-73,-61,-4,-5,1,36,-12,597,-4,2,-2,-207,-73,341,-5,-1,5,500,280,12,-8,6,2,0,159,439,3,-2,-2,-598,-475,365,down
-963,124,156,19085,22134,23963,-522,-4,-15,-854,25274,-8720,-268,-132,-51,-5508,2337,-23699,126,-215,-38,-7668,-7271,-39161,318,-132,-7,-2915,-7293,-34768,465,-114,-54,-5085,-7354,-17768,387,-87,13,1329,-8951,9866,245,-43,15,5890,4841,28378,-147,93,14,9402,13707,49744,-434,101,2,7304,4939,52280,-396,85,38,5353,-2549,18927,-315,91,-17,329,-890,-2780,-169,112,15,-1817,-3890,-15256,32,72,13,-5109,-10793,-21121,127,13,-6,-4414,3427,-20682,122,-1,-11,-3841,3878,-7317,132,-10,12,-1134,-1049,-4207,86,2,7,-37,-1634,-561,11,-1,4,1256,854,2951,2,8,14,658,-488,1561,5,-6,-5,-85,2049,1402,2,-3,-8,207,573,1219,-11,8,1,841,-512,2634,6,-4,-2,475,2695,-110,-24,3,-4,-732,-207,2195,-5,4,-3,524,-231,-500,6,7,15,768,-256,-1049,6,-3,-5,-1451,-841,-1037,-5,11,5,841,-622,-500,8,-4,1,512,-695,-1207,down
-821,52,79,6158,17195,18536,-451,57,28,-5976,1738,-6281,-109,-65,-17,-2053,15935,-26504,-68,-140,-33,-1510,7927,-22195,159,-147,-13,-4244,-5597,-29427,445,-126,-19,-2183,-10329,-29244,411,-104,-28,866,-1841,-2402,222,-64,9,3024,-6451,27744,134,-14,-1,1903,2427,37670,-143,27,-14,6134,11817,53195,-370,58,-19,4134,9805,49865,-390,86,18,5780,-2451,17475,-276,122,-2,475,-2719,-10195,-133,128,-1,-1647,-10219,-21500,-32,140,28,-634,-8865,-24537,83,75,25,-2451,-3146,-25573,157,12,-16,-5512,4512,-13146,116,-7,-4,-1341,902,-3220,54,9,12,110,951,646,8,-2,-5,-390,3500,-220,11,-11,-10,-976,671,-793,1,-7,8,1000,-1463,281,7,-4,-3,-1317,-1634,1390,4,-4,16,1012,-634,1037,8,-11,2,-1000,-854,1305,-9,-1,8,500,-427,2353,-3,-3,-1,695,1439,-98,-3,-1,11,878,829,-220,-5,0,-5,-329,1719,-61,5,-2,-5,97,646,-414,down
-831,108,54,8353,5426,33414,-527,-21,-16,183,335,11342,-168,-47,23,7236,14065,-16158,1,-107,-17,-7088,4085,-24085,104,-118,5,-5085,-8537,-28183,378,-142,12,-2610,-14256,-35024,464,-73,19,-134,-6268,-18585,331,-58,-10,-3647,-3024,15866,142,-53,18,5548,4366,40451,-125,-34,-37,4951,16341,52744,-393,106,20,9329,9487,51061,-422,96,16,1061,3426,24536,-347,88,-3,-1963,-4976,-549,-202,136,-11,-854,-10098,-19768,-8,162,43,2744,-7464,-26219,168,20,-35,-6915,4951,-23890,174,-12,-32,-963,3463,-11073,124,6,17,2110,-536,-5171,56,11,19,1793,3073,-915,28,-6,-10,-3658,-1500,2402,7,3,-1,-793,-1244,1938,-14,5,2,25,-878,1755,-14,0,-11,-585,122,719,-4,-3,-7,-951,-915,256,-5,1,-1,1036,2146,1097,-2,7,-2,-464,403,195,8,-3,3,-122,-646,-841,0,2,-5,-122,-707,-500,-2,6,-4,329,-329,-195,-4,6,1,97,-1464,-1317,down
-809,41,103,5426,19451,8170,-517,-52,76,-2348,22134,-7866,-242,-97,-26,-13719,3496,-17927,4,-176,-37,-10838,5442,-30290,217,-170,-23,-5183,-9854,-33122,490,-111,-25,415,-17207,-25573,492,-86,-29,2573,-11951,439,327,-53,37,13719,2756,27378,56,6,9,8256,2610,47268,-306,98,30,7573,10805,51902,-423,62,-2,-354,8951,33159,-399,106,16,2110,3976,9061,-274,92,-36,-6902,-4415,-10244,-92,125,13,573,-10012,-18902,87,78,3,-647,-707,-17927,90,46,4,-1232,6670,-8122,116,9,-21,-3744,-268,-5524,96,26,15,1256,12,-6914,40,13,7,-1463,2256,-5378,-1,4,-11,-3366,-854,-2207,-1,-1,6,24,-3170,-3292,13,-14,6,-670,-3561,-3268,2,-11,5,268,-1293,-963,-7,-5,9,2268,2305,256,1,-12,1,1610,525,1049,6,-11,1,512,720,1256,-13,0,3,719,2902,902,-3,-8,0,-597,732,-402,1,-8,-5,-2500,-3122,-2975,12,-18,2,-1463,-317,-3670,down
-917,146,152,22439,38353,47560,-590,84,-2,641,24786,6159,-308,-29,-13,-7459,6158,-12419,39,-233,24,-6097,-5107,-30473,303,-176,-2,-3402,-10622,-31305,431,-116,-39,-3122,-14573,-22390,414,-113,-22,1976,-9012,2976,324,-73,15,11122,659,23378,14,94,-10,10976,10915,47658,-348,99,-17,5427,13561,56280,-365,61,13,2732,7476,31793,-293,80,39,2549,-3890,5390,-243,96,-22,-7280,-8073,-6207,-114,104,-8,-3903,-7463,-18609,13,95,21,512,-4658,-20572,106,43,3,-1793,-475,-15731,86,27,-15,-1768,6012,-7280,108,8,14,1671,3305,-7048,71,6,4,-610,1610,-2207,21,-5,-2,-708,3463,-1732,16,-6,-8,-854,622,195,16,-12,0,-1525,-2634,317,-8,-5,1,280,647,12,-11,-3,-1,719,-158,792,5,-4,3,256,-1109,1109,-9,1,3,1256,244,171,18,-5,2,1159,85,-281,-4,7,1,744,707,1658,6,-1,-2,-451,-829,1158,-2,4,1,-426,-378,353,down
-791,86,-56,4451,23475,9634,-395,65,31,4969,17774,-10915,-97,-84,-54,-1443,14207,-20447,274,-55,-65,-9436,-6250,-12470,126,8,-44,-2573,-1159,2768,201,-21,4,-1171,-7232,2634,143,-45,-27,-2000,-10329,8756,40,30,27,1488,-10451,13512,-227,33,46,7744,3902,10793,-142,-19,43,3109,1976,-2085,-49,-14,-1,-122,3134,-4658,5,7,19,195,2500,-4170,11,15,-5,-1037,2610,-2036,10,0,-9,-146,2537,-1670,23,3,-2,207,-841,-1329,7,9,3,1183,158,329,6,6,-3,-439,988,-24,7,-7,5,475,24,342,-5,-3,-3,-305,-890,366,-8,1,6,-49,207,-243,9,-8,-4,-1061,0,-1402,20,-8,-9,305,-232,-768,-2,0,-3,49,-146,585,10,0,13,232,-659,305,-4,-2,-11,-708,256,1073,-7,-1,-3,12,-195,817,-16,4,3,280,146,110,5,-1,-1,-256,-73,-512,2,6,7,183,-12,183,8,-1,1,-122,232,-207,down
803,-245,-44,7500,-15487,4939,328,-101,-19,6159,2927,13659,139,-67,-29,6910,2337,15427,-41,-25,-23,6326,-3720,15229,-55,-29,-26,2329,-3195,7207,-266,41,6,146,-1622,8671,-213,33,13,-2768,-1671,-854,-163,41,18,-5658,1451,-6866,-8,30,12,-6036,1964,-12061,41,37,22,-2720,1220,-8987,113,12,-4,-2037,3658,-12060,94,12,-5,414,-683,-5219,70,8,-3,1707,-2841,-1378,42,-7,0,1073,415,49,17,-5,2,427,1427,1915,-4,-3,9,403,-280,3195,-6,-2,1,354,963,1414,15,-3,1,-377,463,-110,8,-1,8,-61,512,756,-8,-1,0,-134,744,1109,-10,2,0,110,1512,-415,-9,-1,-8,-817,-110,-488,-8,-1,0,-98,-427,-854,-8,-1,-9,-366,-146,-695,-1,3,-2,-134,-683,-1195,11,-5,-2,-269,-183,-463,-1,0,3,85,73,549,2,-1,-3,122,-85,305,7,-3,2,122,-183,-109,11,-5,-2,134,719,634,down
834,-301,-51,-19634,-5000,-52500,387,-106,-79,-9969,2835,-9757,121,-64,-76,-2866,7012,-1992,214,-64,0,2988,-7790,-5016,150,-68,-13,2963,-3086,7817,-122,10,-8,7244,3231,24256,-173,5,9,7463,-1927,16622,-145,16,27,4890,-7036,14244,-257,44,-1,-939,134,12988,-267,85,22,-2268,3866,-2817,-112,59,17,-3683,-3609,-15207,-54,51,27,-3219,-1341,-12951,48,35,29,-2622,-195,-15780,75,22,15,-683,4012,-10829,112,-1,6,61,-756,-7037,62,0,9,561,1329,146,70,-6,0,-366,2207,-525,32,-4,-4,-500,2902,1793,11,-9,-11,-890,1646,2122,-2,-6,-11,-573,-244,2256,4,-2,1,-195,-951,1024,-4,-1,2,378,-97,403,-11,1,0,49,-341,574,-4,1,5,244,49,-561,-1,-3,-1,-268,-86,-329,2,0,-2,0,256,-329,8,-2,4,-317,-1208,-208,-10,0,1,-122,695,195,3,0,1,-49,-98,-269,11,-4,3,73,-73,-342,down
-878,-54,-78,1707,15853,21341,-74,-68,-2,-6189,9817,-32317,87,-90,-25,-5203,1748,-25284,153,-78,-39,-4100,1524,-16433,108,-46,-20,-2927,-598,-6695,334,-47,-10,-2939,-3220,-10927,194,-29,-25,2098,-2720,13244,81,-18,-14,5695,-1305,22804,-69,-3,-17,7109,3353,23756,-110,-7,-12,8792,-2305,19524,-243,38,9,7414,-4098,20780,-276,48,30,2061,-6390,11171,-258,78,32,-2329,-2512,-2463,-147,75,53,-3805,-5549,-9707,-40,58,40,-6707,-1085,-14670,57,28,23,-5585,2403,-15378,111,14,0,-2024,5171,-13366,106,5,-5,-512,3671,-5219,91,-9,-1,-98,1646,-2536,29,-1,-6,548,4256,2073,31,-4,-9,390,1842,561,-19,-1,-12,-12,537,2037,18,-11,-3,146,-1414,-927,-5,-2,-5,97,-268,1841,-6,-2,-5,414,329,902,-22,-4,-3,572,329,902,18,-5,5,621,-927,-451,-7,-1,5,341,683,1390,3,2,-3,49,-25,37,23,-6,4,12,-939,-854,down
-939,-3,-66,13658,7865,10304,-226,-48,-13,2775,5213,-14360,-80,-43,-8,-1666,8333,-11911,13,-56,-26,-4405,1341,-10899,105,-55,-26,-5097,-500,-9353,373,-50,-14,-7756,-1817,-11634,226,-22,-15,-3122,732,1342,204,-27,-2,1683,-7085,7525,89,-8,-4,4914,-2159,17890,-67,1,-1,7743,2573,20780,-200,12,-5,7853,3158,20000,-213,24,-5,5377,-6122,16390,-254,53,2,1451,-890,6463,-210,57,37,963,756,-2256,-129,68,25,-2878,-3403,-9378,-57,53,31,-2915,-3586,-11732,27,33,25,-3475,2073,-14305,91,11,11,-2024,2683,-10256,103,6,-10,-3024,256,-8573,82,-9,-2,-171,2390,-3012,64,-12,-1,-366,720,634,36,-16,-9,-366,1073,1841,-4,-11,-10,-73,537,3317,-5,-7,-5,622,329,1890,-10,1,0,390,-1061,1695,-11,5,0,695,1024,439,15,3,7,329,0,-146,-5,4,-1,-110,305,488,-6,0,1,-122,353,-159,9,-4,2,-159,12,-1171,down
791,-269,-9,15060,-20000,21768,200,-115,-34,6677,4024,26860,41,-74,-42,4106,3231,17947,-74,-30,-24,3689,-3918,17042,-74,-18,-10,1573,-2000,7280,-243,45,-2,-2390,2402,793,-173,52,14,-3463,-2134,-6024,-83,50,20,-3768,-4122,-10183,10,32,23,-2658,2305,-13024,49,30,18,-1183,878,-6939,70,22,11,-195,2280,-5305,86,7,6,975,1537,-5439,58,0,9,1329,2878,-1914,39,-5,-10,-378,2195,-1048,32,-11,-5,-366,1219,-1073,9,-10,-10,-695,-561,610,6,-9,-11,-451,-1463,378,10,-7,-10,-159,-2146,1049,5,0,9,744,-524,951,-14,3,-1,463,-232,1280,-2,-2,5,341,-366,-122,5,-5,7,719,854,146,-14,2,6,171,781,1183,-1,-4,1,-49,-305,-439,7,-4,5,-110,317,-24,-6,1,-3,-110,939,659,-7,1,0,-183,-37,-37,5,-2,4,85,854,-634,2,3,-1,-512,-37,463,-15,2,-5,-244,500,366,down
819,-383,-72,-16402,-7865,-66463,446,-145,37,-7165,-4420,-21342,311,-122,-65,-6524,7439,-7602,225,-96,-29,1448,-2561,2043,147,-76,-19,2756,-3073,7244,-106,12,-8,7048,1988,26560,-185,-1,-48,6195,-902,24316,-248,44,17,5817,-7036,18560,-287,75,31,732,-1878,9853,-255,84,10,-3293,5207,-3012,-124,69,28,-3683,-1305,-14988,-48,69,35,-3549,-537,-17061,66,37,23,-1927,-1073,-17865,136,8,-6,-1549,3622,-16244,140,-2,10,293,-3524,-5500,78,-6,-11,-171,1732,1098,74,-13,-7,12,3085,-110,11,-10,-4,-12,3561,3232,-24,-7,-11,-707,37,4561,-22,-8,-8,232,976,1122,12,-3,4,0,-1549,256,-12,5,-2,37,-609,1646,3,1,2,37,-963,24,21,-1,10,402,-804,-500,3,-1,2,-110,0,-122,-15,6,0,146,257,207,-12,0,6,390,329,-475,15,-1,0,-439,-1122,-1744,2,-3,-1,73,1341,-402,-10,3,1,73,1195,390,down
722,-332,-119,-5000,-975,-13536,335,-147,-23,4238,-6128,13689,189,-101,-32,2865,-284,13089,63,-71,-44,2179,808,11814,-1,-45,-33,2792,-4402,11780,-200,39,8,3841,-4256,12597,-222,45,2,-342,232,1756,-204,58,13,-1915,-2439,-5305,-124,61,34,-1488,-2158,-9207,-20,45,33,-2988,-1073,-13634,58,31,24,-2317,1548,-11792,99,11,19,-902,1475,-8865,87,6,5,-171,2658,-2195,97,-7,-4,-768,170,-1512,31,-3,0,49,4768,1634,8,-6,-13,-926,1866,1476,0,3,-13,-975,-793,1159,15,-2,-2,-97,-1000,-280,-8,2,3,329,-573,1183,-4,2,-2,-244,305,61,-11,4,-3,61,353,293,-2,1,-1,487,366,-500,0,-1,3,317,-744,-1146,4,-3,3,-415,-1768,-927,1,-1,-2,378,195,-671,11,-3,3,427,-792,-683,0,-5,-2,146,-73,61,0,-3,-3,475,597,390,-2,2,3,768,2744,183,10,-5,2,-134,-1293,256,down
